Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
632,conical,brown,narrow,tapering,woods,poisonous,9,brown,scattered,anise,No,none,fibrous,fibrous,pink,gray,universal,yellow,3.749196583,02/03/2023,02/03/2023,9.0,C
633,bell,yellow,broad,enlarging,woods,poisonous,8,brown,abundant,almond,Yes,pendant,silky,silky,pink,pink,universal,orange,3.115600913,05/03/2023,05/02/2023,16.0,C
634,sunken,yellow,broad,tapering,urban,edible,3,brown,several,creosote,Yes,evanescent,fibrous,silky,pink,gray,universal,orange,3.613643206,01/10/2023,01/03/2023,14.0,C
635,conical,brown,broad,enlarging,woods,edible,9,yellow,numerous,creosote,No,evanescent,silky,scaly,brown,white,partial,brown,1.458629529,01/06/2023,01/01/2023,0.0,C
636,sunken,red,narrow,tapering,woods,edible,3,brown,scattered,anise,No,evanescent,smooth,scaly,orange,orange,partial,white,14.97624441,05/04/2023,05/04/2023,21.0,C
637,bell,yellow,broad,enlarging,woods,edible,7,yellow,numerous,creosote,No,none,fibrous,fibrous,gray,gray,partial,orange,4.626226496,5/13/2023,05/05/2023,21.0,C
638,convex,yellow,narrow,tapering,leaves,edible,10,yellow,several,almond,Yes,pendant,fibrous,scaly,brown,pink,partial,brown,3.61065118,02/07/2022,02/02/2022,13.0,C
639,flat,brown,broad,enlarging,leaves,edible,8,orange,several,almond,Yes,pendant,scaly,smooth,brown,orange,universal,yellow,4.831524471,03/07/2021,03/04/2021,13.0,C
640,conical,white,narrow,tapering,woods,poisonous,2,brown,scattered,almond,Yes,none,scaly,silky,orange,orange,partial,orange,2.45733895,03/12/2023,03/03/2023,5.0,C
641,bell,white,narrow,tapering,grasses,poisonous,3,brown,abundant,musty,No,flaring,scaly,smooth,pink,pink,partial,orange,3.629207678,04/11/2023,04/04/2023,22.0,C
642,convex,white,narrow,tapering,grasses,poisonous,3,orange,scattered,musty,Yes,none,fibrous,silky,pink,brown,partial,orange,1.997921053,03/06/2023,03/04/2023,10.0,C
643,bell,brown,broad,tapering,woods,edible,4,orange,numerous,anise,No,none,silky,silky,pink,white,universal,orange,4.959708562,05/08/2023,05/02/2023,1.0,C
644,convex,gray,narrow,enlarging,woods,poisonous,7,brown,abundant,foul,Yes,none,smooth,smooth,gray,white,universal,brown,0.502267005,04/05/2023,04/04/2023,18.0,C
645,sunken,white,narrow,enlarging,urban,edible,1,yellow,numerous,anise,Yes,flaring,silky,smooth,white,orange,partial,yellow,3.116420805,02/10/2023,02/01/2023,27.0,C
646,convex,brown,broad,enlarging,urban,poisonous,2,white,numerous,musty,No,none,smooth,smooth,white,brown,universal,yellow,1.630255466,02/10/2023,02/01/2023,14.0,C
647,bell,gray,narrow,enlarging,leaves,,1,black,scattered,foul,Yes,none,silky,silky,orange,gray,partial,white,4.531156813,02/04/2023,02/01/2023,2.0,C
648,sunken,gray,narrow,tapering,grasses,edible,8,yellow,several,almond,Yes,flaring,smooth,fibrous,brown,gray,universal,white,2.821696205,03/06/2021,03/03/2021,3.0,C
649,flat,red,broad,enlarging,paths,poisonous,2,orange,several,creosote,No,flaring,scaly,smooth,orange,brown,universal,white,0.622469131,05/07/2023,05/01/2023,21.0,C
650,conical,brown,narrow,enlarging,urban,edible,3,brown,scattered,almond,No,pendant,silky,smooth,white,white,partial,orange,1.189360434,04/10/2023,04/02/2023,28.0,C
651,conical,red,broad,enlarging,leaves,edible,3,brown,abundant,almond,No,none,fibrous,scaly,orange,white,partial,brown,1.754600043,04/12/2021,04/05/2021,10.0,C
652,flat,gray,narrow,enlarging,grasses,poisonous,2,orange,numerous,foul,Yes,none,scaly,smooth,brown,pink,universal,brown,4.898542847,04/05/2023,04/05/2023,16.0,C
653,conical,gray,narrow,enlarging,grasses,poisonous,6,black,solitary,creosote,No,none,smooth,scaly,gray,brown,universal,white,1.788542424,2/13/2023,02/04/2023,15.0,C
654,flat,yellow,narrow,tapering,urban,poisonous,9,brown,scattered,almond,No,none,silky,fibrous,brown,white,universal,yellow,1.825726849,02/04/2023,02/02/2023,5.0,C
655,convex,red,narrow,tapering,urban,poisonous,4,orange,several,almond,Yes,flaring,silky,silky,gray,white,partial,orange,3.218192701,5/13/2023,05/05/2023,10.0,C
656,sunken,brown,narrow,tapering,woods,edible,9,yellow,numerous,anise,Yes,evanescent,smooth,smooth,brown,gray,universal,white,2.398695452,5/14/2023,05/05/2023,21.0,C
657,convex,yellow,narrow,enlarging,paths,poisonous,9,white,numerous,almond,No,pendant,silky,scaly,gray,orange,universal,white,4.04745701,02/03/2022,02/03/2022,8.0,C
658,convex,gray,broad,enlarging,urban,poisonous,3,black,abundant,foul,No,pendant,smooth,fibrous,pink,pink,partial,orange,2.072626936,03/01/2023,03/01/2023,5.0,C
659,conical,yellow,narrow,tapering,grasses,poisonous,2,black,abundant,foul,Yes,none,silky,silky,pink,brown,universal,yellow,1.034728003,01/10/2023,01/01/2023,4.0,C
660,sunken,brown,narrow,enlarging,leaves,poisonous,8,brown,solitary,almond,Yes,evanescent,scaly,silky,pink,gray,partial,yellow,4.49189091,02/08/2023,02/02/2023,27.0,C
661,sunken,white,broad,tapering,leaves,edible,7,brown,several,foul,Yes,none,silky,silky,brown,gray,universal,white,0.502267005,01/06/2023,01/03/2023,0.0,C
662,flat,yellow,narrow,enlarging,paths,edible,5,brown,several,musty,No,pendant,silky,silky,orange,brown,partial,white,2.343152799,01/02/2023,01/01/2023,25.0,C
663,conical,yellow,broad,tapering,grasses,poisonous,9,brown,numerous,musty,No,flaring,scaly,silky,brown,brown,partial,orange,4.114928438,01/05/2023,01/02/2023,5.0,C
664,sunken,brown,narrow,enlarging,urban,,5,brown,solitary,foul,No,pendant,smooth,silky,gray,orange,universal,orange,1.112464146,02/06/2021,02/01/2021,17.0,C
665,sunken,red,narrow,enlarging,woods,poisonous,7,brown,numerous,foul,No,flaring,fibrous,silky,pink,gray,universal,white,1.095408079,02/04/2022,02/02/2022,0.0,C
666,convex,brown,broad,enlarging,grasses,edible,8,brown,abundant,creosote,No,none,fibrous,smooth,brown,orange,universal,yellow,4.647181228,01/02/2023,01/01/2023,25.0,C
667,bell,gray,narrow,enlarging,urban,edible,4,yellow,abundant,creosote,No,pendant,fibrous,smooth,brown,brown,universal,brown,4.405151181,01/03/2023,01/01/2023,7.0,C
668,sunken,yellow,broad,tapering,urban,edible,6,brown,several,creosote,Yes,flaring,fibrous,scaly,pink,gray,partial,yellow,0.7794611,05/12/2023,05/04/2023,11.0,C
669,bell,gray,broad,tapering,urban,edible,8,black,scattered,anise,No,flaring,scaly,silky,orange,orange,universal,yellow,4.738520154,05/08/2026,05/01/2026,28.0,C
670,convex,brown,broad,tapering,woods,poisonous,5,yellow,scattered,almond,No,none,silky,smooth,orange,brown,partial,white,2.594002859,01/05/2023,01/05/2023,27.0,C
671,sunken,brown,broad,enlarging,grasses,edible,3,yellow,solitary,almond,Yes,evanescent,fibrous,smooth,orange,pink,universal,brown,3.457538924,02/09/2023,02/01/2023,28.0,C
672,bell,yellow,narrow,tapering,paths,poisonous,3,brown,numerous,musty,No,none,smooth,scaly,brown,gray,universal,white,2.008795431,02/10/2023,02/05/2023,27.0,C
673,conical,yellow,narrow,enlarging,grasses,edible,4,white,abundant,almond,Yes,evanescent,fibrous,silky,brown,pink,partial,white,1.635454363,05/07/2023,05/01/2023,4.0,C
674,sunken,yellow,broad,tapering,woods,poisonous,4,brown,abundant,anise,Yes,flaring,silky,smooth,gray,orange,universal,brown,0.636151976,02/08/2023,02/02/2023,2.0,C
675,bell,yellow,broad,enlarging,woods,,3,orange,several,musty,No,none,smooth,silky,brown,white,partial,white,1.922327629,02/04/2023,02/03/2023,26.0,C
676,sunken,red,broad,tapering,paths,edible,3,yellow,scattered,creosote,Yes,none,scaly,fibrous,pink,orange,universal,orange,1.54429515,04/10/2023,04/02/2023,15.0,C
677,flat,white,broad,tapering,woods,edible,3,black,numerous,almond,Yes,evanescent,scaly,silky,gray,orange,partial,yellow,2.204453138,04/06/2023,04/03/2023,26.0,C
678,conical,white,narrow,tapering,urban,edible,9,yellow,several,almond,Yes,pendant,smooth,scaly,white,gray,universal,brown,1.090938514,05/11/2023,05/03/2023,5.0,C
679,conical,gray,broad,enlarging,leaves,,1,orange,abundant,foul,Yes,evanescent,fibrous,scaly,orange,pink,partial,white,1.087413479,05/07/2023,05/01/2023,14.0,C
680,conical,gray,broad,enlarging,urban,poisonous,2,brown,scattered,anise,Yes,pendant,fibrous,silky,pink,white,partial,brown,3.360495379,02/11/2021,02/04/2021,26.0,C
681,sunken,brown,broad,tapering,grasses,edible,10,black,abundant,foul,No,none,silky,fibrous,pink,white,partial,white,1.847790793,05/10/2023,05/02/2023,23.0,C
682,conical,gray,narrow,tapering,paths,poisonous,5,orange,several,anise,Yes,none,scaly,scaly,orange,orange,partial,yellow,1.616341026,05/05/2020,05/05/2020,8.0,C
683,conical,white,narrow,enlarging,urban,edible,5,orange,scattered,foul,Yes,pendant,silky,silky,gray,white,universal,brown,0.502267005,04/07/2023,04/04/2023,12.0,C
684,bell,gray,narrow,enlarging,urban,poisonous,3,orange,scattered,anise,Yes,none,scaly,silky,white,gray,universal,yellow,2.479966829,04/05/2023,04/02/2023,22.0,C
685,flat,gray,broad,enlarging,paths,poisonous,6,orange,abundant,anise,Yes,evanescent,smooth,scaly,orange,white,universal,yellow,3.538342709,03/02/2023,03/01/2023,13.0,C
686,bell,gray,broad,tapering,grasses,poisonous,3,black,abundant,almond,Yes,none,smooth,fibrous,pink,brown,partial,white,4.137918237,05/07/2023,05/01/2023,22.0,C
687,convex,red,broad,enlarging,grasses,edible,3,black,scattered,anise,No,pendant,scaly,smooth,gray,brown,universal,brown,4.611157029,02/03/2023,02/01/2023,24.0,C
688,bell,brown,narrow,tapering,urban,,3,orange,numerous,anise,Yes,evanescent,fibrous,fibrous,gray,gray,universal,brown,0.502267005,03/03/2023,03/01/2023,21.0,C
689,bell,brown,narrow,enlarging,paths,poisonous,3,white,several,anise,Yes,pendant,scaly,scaly,pink,gray,universal,brown,4.58797895,03/09/2023,03/02/2023,4.0,C
690,flat,yellow,narrow,tapering,leaves,,3,brown,numerous,foul,Yes,pendant,scaly,smooth,pink,white,partial,orange,0.803326006,04/04/2023,04/04/2023,19.0,C
691,sunken,red,broad,tapering,grasses,poisonous,6,brown,abundant,almond,Yes,flaring,silky,fibrous,brown,white,universal,orange,2.362353663,03/05/2023,03/04/2023,5.0,C
692,flat,brown,broad,enlarging,woods,,7,black,numerous,almond,No,pendant,silky,fibrous,orange,gray,universal,white,3.419150738,02/09/2023,02/02/2023,0.0,C
693,flat,yellow,broad,tapering,urban,edible,1,yellow,several,almond,No,pendant,scaly,scaly,brown,gray,partial,white,1.779209661,05/06/2023,05/02/2023,9.0,C
694,flat,yellow,broad,enlarging,grasses,poisonous,7,yellow,abundant,foul,Yes,evanescent,fibrous,fibrous,pink,pink,universal,brown,2.554557181,01/06/2023,01/03/2023,4.0,C
695,flat,red,broad,tapering,paths,poisonous,3,black,several,creosote,No,none,fibrous,scaly,orange,brown,partial,orange,4.434519943,03/09/2023,03/03/2023,3.0,C
696,conical,gray,broad,enlarging,paths,edible,10,white,several,foul,No,pendant,scaly,scaly,pink,gray,universal,orange,0.502267005,01/02/2023,01/02/2023,14.0,C
697,conical,brown,narrow,enlarging,leaves,edible,6,brown,scattered,foul,Yes,evanescent,smooth,fibrous,orange,orange,universal,yellow,4.377098432,02/04/2023,02/02/2023,28.0,C
698,conical,white,narrow,enlarging,urban,edible,4,black,scattered,musty,Yes,pendant,silky,smooth,gray,pink,universal,yellow,4.099103351,03/05/2023,03/04/2023,26.0,C
699,bell,brown,broad,tapering,woods,edible,6,yellow,abundant,almond,No,none,scaly,scaly,gray,pink,universal,brown,0.973129269,03/06/2020,03/01/2020,28.0,C
700,convex,gray,narrow,enlarging,grasses,poisonous,1,brown,abundant,foul,Yes,pendant,fibrous,scaly,white,pink,partial,white,3.314945004,01/05/2023,01/01/2023,12.0,C
701,conical,white,narrow,enlarging,urban,poisonous,7,orange,solitary,almond,Yes,none,silky,silky,pink,white,universal,brown,1.443681147,01/07/2023,01/04/2023,17.0,C
702,conical,red,broad,enlarging,urban,edible,4,yellow,solitary,foul,No,none,scaly,fibrous,gray,gray,universal,orange,3.643378277,02/09/2023,02/03/2023,5.0,C
703,flat,yellow,narrow,tapering,paths,,8,orange,solitary,anise,Yes,pendant,scaly,fibrous,brown,gray,universal,yellow,2.711942289,04/11/2023,04/02/2023,13.0,C
704,convex,gray,broad,tapering,grasses,edible,4,orange,numerous,almond,Yes,pendant,smooth,silky,gray,gray,partial,orange,4.31346172,03/12/2023,03/03/2023,12.0,C
705,flat,yellow,broad,enlarging,urban,edible,2,black,abundant,creosote,No,pendant,silky,fibrous,pink,gray,universal,orange,3.009202976,05/05/2020,05/03/2020,12.0,C
706,bell,yellow,narrow,enlarging,leaves,poisonous,2,orange,numerous,anise,Yes,none,scaly,silky,orange,pink,universal,white,2.697215151,04/10/2023,04/04/2023,26.0,C
707,conical,red,narrow,tapering,woods,edible,9,yellow,numerous,musty,Yes,evanescent,silky,fibrous,gray,white,universal,brown,0.502267005,03/05/2023,03/05/2023,10.0,C
708,convex,brown,broad,enlarging,woods,poisonous,1,black,numerous,musty,Yes,evanescent,fibrous,silky,brown,gray,partial,orange,0.502267005,01/08/2023,01/02/2023,13.0,C
709,flat,red,broad,enlarging,grasses,poisonous,5,white,scattered,almond,No,none,smooth,smooth,orange,brown,partial,yellow,2.277917716,01/03/2023,01/03/2023,10.0,C
710,conical,white,narrow,tapering,leaves,,7,brown,numerous,almond,No,evanescent,silky,fibrous,orange,orange,partial,orange,0.849084183,02/07/2023,02/05/2023,8.0,C
711,conical,white,narrow,enlarging,woods,edible,8,orange,abundant,creosote,Yes,evanescent,fibrous,scaly,orange,brown,partial,white,3.636295128,04/05/2023,04/02/2023,13.0,C
712,conical,red,narrow,enlarging,grasses,poisonous,5,yellow,several,creosote,No,none,silky,scaly,gray,pink,partial,white,1.844634507,05/06/2022,05/01/2022,26.0,C
713,bell,white,broad,enlarging,urban,,2,yellow,abundant,musty,Yes,evanescent,smooth,scaly,orange,white,universal,white,0.502267005,05/02/2023,05/01/2023,19.0,C
714,convex,red,narrow,tapering,grasses,edible,4,brown,several,foul,Yes,evanescent,fibrous,fibrous,pink,gray,partial,yellow,2.797956802,04/04/2023,04/02/2023,10.0,C
715,flat,gray,narrow,enlarging,leaves,edible,1,yellow,solitary,musty,No,none,silky,silky,pink,pink,universal,brown,2.811197462,01/08/2023,01/05/2023,21.0,C
716,conical,gray,broad,tapering,paths,poisonous,8,brown,solitary,musty,No,none,scaly,silky,white,gray,partial,yellow,2.195190404,02/09/2023,02/03/2023,5.0,C
717,sunken,yellow,narrow,tapering,urban,poisonous,6,brown,numerous,anise,No,none,scaly,silky,brown,gray,universal,yellow,2.091377321,05/05/2023,05/02/2023,26.0,C
718,convex,red,narrow,tapering,paths,edible,4,orange,several,almond,No,none,silky,fibrous,orange,pink,universal,white,1.967465577,3/13/2023,03/05/2023,16.0,C
719,bell,white,narrow,tapering,urban,edible,9,brown,abundant,creosote,Yes,pendant,scaly,silky,pink,gray,universal,brown,4.250213156,05/09/2023,05/03/2023,9.0,C
720,sunken,white,narrow,tapering,paths,poisonous,5,black,scattered,almond,Yes,evanescent,fibrous,fibrous,orange,pink,partial,yellow,0.859571929,05/10/2023,05/03/2023,6.0,C
721,bell,gray,narrow,enlarging,leaves,poisonous,2,brown,scattered,almond,No,flaring,fibrous,silky,pink,brown,universal,brown,4.685415373,01/07/2023,01/01/2023,3.0,C
722,sunken,gray,narrow,tapering,paths,,9,orange,solitary,foul,Yes,pendant,fibrous,silky,gray,white,partial,orange,1.243613067,03/06/2023,03/01/2023,4.0,C
723,bell,white,narrow,enlarging,urban,edible,6,orange,solitary,musty,No,none,scaly,scaly,gray,gray,universal,yellow,4.345314775,03/08/2023,03/04/2023,5.0,C
724,convex,gray,broad,tapering,grasses,edible,3,white,scattered,almond,Yes,none,silky,scaly,pink,brown,partial,yellow,3.562978978,05/04/2020,05/03/2020,14.0,C
725,bell,gray,narrow,tapering,woods,,1,brown,scattered,anise,Yes,flaring,silky,silky,gray,pink,partial,white,1.292092644,02/09/2023,02/04/2023,15.0,C
726,conical,white,narrow,enlarging,paths,,2,yellow,solitary,musty,Yes,none,fibrous,scaly,orange,gray,universal,white,1.127794224,01/11/2023,01/03/2023,0.0,C
727,conical,gray,broad,enlarging,woods,edible,4,orange,scattered,almond,Yes,none,smooth,scaly,white,gray,universal,white,4.721637337,03/07/2023,03/02/2023,18.0,C
728,sunken,brown,broad,tapering,grasses,poisonous,3,brown,abundant,anise,No,evanescent,fibrous,fibrous,pink,orange,universal,brown,4.6169159,05/06/2023,05/03/2023,27.0,C
729,bell,gray,narrow,enlarging,woods,poisonous,3,brown,several,almond,Yes,evanescent,silky,fibrous,pink,white,partial,orange,2.85490209,04/09/2023,04/02/2023,15.0,C
730,bell,red,broad,tapering,grasses,edible,7,white,abundant,anise,Yes,flaring,silky,silky,gray,gray,universal,orange,2.931325188,04/05/2023,04/02/2023,21.0,C
731,convex,red,narrow,enlarging,leaves,edible,1,yellow,scattered,foul,No,flaring,silky,silky,white,orange,universal,brown,2.44756077,04/12/2023,04/04/2023,27.0,C
732,flat,gray,broad,tapering,woods,edible,9,black,solitary,almond,No,none,fibrous,smooth,gray,brown,partial,brown,0.686766301,03/03/2023,03/03/2023,26.0,C
733,conical,yellow,broad,enlarging,leaves,poisonous,5,brown,scattered,musty,No,pendant,silky,scaly,pink,orange,universal,brown,4.663967333,04/05/2020,04/02/2020,5.0,C
734,bell,yellow,broad,enlarging,woods,edible,7,white,scattered,almond,Yes,none,silky,silky,white,gray,partial,white,4.253814983,01/06/2023,01/05/2023,17.0,C
735,sunken,brown,narrow,enlarging,paths,poisonous,4,orange,numerous,almond,No,none,fibrous,fibrous,orange,pink,universal,white,3.260537406,01/09/2023,01/05/2023,10.0,C
736,conical,brown,broad,enlarging,urban,poisonous,10,brown,solitary,creosote,No,evanescent,silky,scaly,orange,gray,universal,white,2.255509743,03/03/2023,03/02/2023,4.0,C
737,convex,gray,narrow,enlarging,grasses,edible,8,brown,abundant,anise,Yes,pendant,smooth,smooth,brown,brown,universal,orange,4.650541113,02/07/2023,02/02/2023,27.0,C
738,bell,brown,narrow,enlarging,leaves,poisonous,6,yellow,scattered,foul,Yes,evanescent,fibrous,fibrous,white,orange,partial,white,3.225742928,03/08/2023,03/03/2023,11.0,C
739,conical,yellow,broad,tapering,grasses,edible,7,yellow,abundant,creosote,No,evanescent,smooth,silky,white,gray,universal,brown,3.9253093,05/04/2023,05/03/2023,11.0,C
740,conical,yellow,broad,enlarging,urban,edible,2,yellow,numerous,foul,No,pendant,scaly,silky,orange,white,universal,white,1.290214031,02/09/2023,02/04/2023,1.0,C
741,sunken,red,broad,enlarging,leaves,poisonous,6,yellow,solitary,almond,Yes,flaring,silky,scaly,orange,brown,universal,brown,2.756756883,03/05/2020,03/04/2020,1.0,C
742,flat,white,narrow,tapering,paths,edible,3,brown,solitary,almond,Yes,flaring,fibrous,silky,gray,white,partial,brown,1.203435968,01/04/2023,01/03/2023,26.0,C
743,conical,yellow,narrow,enlarging,woods,edible,8,white,several,almond,Yes,flaring,smooth,fibrous,gray,gray,universal,orange,3.617055742,01/06/2023,01/02/2023,19.0,C
744,sunken,red,narrow,tapering,grasses,,1,white,several,almond,No,none,fibrous,fibrous,brown,gray,universal,brown,2.896770477,04/06/2023,04/05/2023,28.0,C
745,conical,white,broad,enlarging,urban,poisonous,6,brown,scattered,almond,No,flaring,fibrous,silky,orange,brown,partial,yellow,1.789513137,04/12/2023,04/04/2023,13.0,C
746,convex,white,narrow,tapering,urban,edible,3,yellow,several,almond,Yes,none,silky,scaly,orange,orange,partial,brown,4.475427476,05/08/2023,05/02/2023,9.0,C
747,bell,gray,narrow,enlarging,woods,edible,5,white,numerous,foul,Yes,pendant,scaly,fibrous,pink,brown,partial,brown,1.977523541,4/13/2023,04/05/2023,28.0,C
748,conical,brown,narrow,tapering,leaves,,10,orange,abundant,foul,No,flaring,silky,smooth,brown,white,universal,white,0.700052065,02/05/2023,02/01/2023,23.0,C
749,sunken,yellow,narrow,enlarging,woods,edible,2,black,scattered,almond,No,evanescent,fibrous,fibrous,gray,pink,partial,white,0.856591094,01/07/2023,01/05/2023,15.0,C
750,conical,red,narrow,tapering,leaves,,3,orange,scattered,anise,No,pendant,fibrous,smooth,gray,pink,partial,yellow,1.490986807,02/06/2023,02/05/2023,18.0,C
751,sunken,gray,broad,tapering,leaves,poisonous,2,white,several,almond,Yes,none,fibrous,fibrous,orange,gray,universal,brown,3.535303028,02/02/2023,02/02/2023,10.0,C
752,conical,yellow,narrow,enlarging,urban,edible,6,brown,solitary,foul,No,evanescent,scaly,fibrous,pink,gray,partial,white,4.165210812,04/05/2022,04/04/2022,23.0,C
753,flat,red,broad,tapering,woods,poisonous,2,yellow,solitary,anise,No,flaring,fibrous,smooth,pink,orange,universal,brown,2.931773156,01/07/2023,01/02/2023,15.0,C
754,conical,brown,narrow,enlarging,leaves,edible,7,yellow,abundant,foul,No,flaring,smooth,fibrous,orange,brown,partial,yellow,4.401714735,02/12/2023,02/04/2023,16.0,C
755,sunken,white,narrow,enlarging,urban,edible,3,black,scattered,almond,Yes,flaring,scaly,smooth,pink,white,partial,brown,2.571222055,02/10/2020,02/01/2020,17.0,C
756,conical,brown,narrow,tapering,grasses,poisonous,3,brown,scattered,creosote,No,pendant,silky,silky,pink,brown,partial,yellow,4.067012227,05/08/2023,05/01/2023,29.0,C
757,flat,yellow,broad,enlarging,grasses,edible,2,white,several,almond,Yes,flaring,scaly,fibrous,pink,pink,universal,orange,3.895860306,05/06/2023,05/02/2023,18.0,C
758,bell,gray,narrow,enlarging,paths,poisonous,10,orange,numerous,almond,Yes,flaring,scaly,scaly,orange,brown,partial,orange,1.254141561,01/07/2023,01/03/2023,10.0,C
759,sunken,white,broad,tapering,urban,edible,6,brown,abundant,creosote,Yes,evanescent,smooth,scaly,orange,gray,partial,orange,3.856064683,03/07/2023,03/03/2023,15.0,C
760,bell,yellow,narrow,tapering,woods,edible,6,yellow,several,musty,No,pendant,silky,silky,orange,gray,universal,brown,4.630838756,05/07/2023,05/05/2023,5.0,C
761,sunken,gray,broad,enlarging,paths,edible,7,brown,numerous,anise,No,pendant,fibrous,smooth,orange,brown,universal,brown,1.435933228,01/09/2023,01/05/2023,15.0,C
762,bell,gray,narrow,enlarging,paths,edible,5,orange,solitary,anise,No,flaring,silky,smooth,gray,orange,partial,white,2.446658487,03/09/2023,03/04/2023,14.0,C
763,convex,white,narrow,enlarging,urban,edible,1,yellow,numerous,anise,Yes,pendant,fibrous,scaly,pink,gray,universal,yellow,2.217358771,02/08/2023,02/03/2023,26.0,C
764,convex,gray,broad,tapering,grasses,,10,white,abundant,foul,Yes,flaring,scaly,silky,white,pink,universal,brown,2.464154571,03/06/2023,03/02/2023,29.0,C
765,bell,gray,narrow,enlarging,woods,edible,2,black,scattered,foul,No,none,smooth,fibrous,pink,pink,universal,white,1.818409537,03/07/2023,03/03/2023,24.0,C
766,convex,red,narrow,tapering,grasses,poisonous,10,orange,solitary,almond,Yes,pendant,silky,silky,white,orange,universal,white,4.044416148,05/05/2023,05/04/2023,10.0,C
767,conical,yellow,narrow,tapering,paths,poisonous,7,brown,solitary,creosote,Yes,pendant,silky,silky,pink,gray,partial,yellow,4.682603441,03/06/2023,03/05/2023,7.0,C
768,sunken,gray,narrow,enlarging,woods,edible,10,yellow,solitary,creosote,Yes,evanescent,silky,smooth,white,gray,partial,white,3.870374379,04/09/2023,04/03/2023,5.0,C
769,conical,gray,narrow,enlarging,grasses,,4,orange,numerous,foul,No,evanescent,silky,scaly,pink,pink,partial,orange,2.953130273,01/06/2023,01/03/2023,6.0,C
770,conical,red,broad,tapering,woods,poisonous,10,orange,numerous,musty,No,flaring,fibrous,scaly,orange,white,universal,brown,1.112828113,05/11/2023,05/05/2023,0.0,C
771,bell,red,narrow,tapering,woods,poisonous,6,brown,numerous,anise,No,pendant,fibrous,silky,white,pink,partial,yellow,4.751334834,05/11/2023,05/03/2023,22.0,C
772,flat,white,narrow,enlarging,woods,edible,8,yellow,abundant,almond,Yes,evanescent,fibrous,scaly,white,orange,universal,orange,3.660905462,04/04/2023,04/04/2023,25.0,C
773,conical,yellow,narrow,enlarging,urban,poisonous,9,brown,several,foul,Yes,none,silky,silky,gray,gray,partial,white,0.502267005,01/09/2023,01/04/2023,3.0,C
774,sunken,brown,broad,enlarging,paths,poisonous,8,yellow,abundant,almond,Yes,none,silky,fibrous,orange,white,universal,yellow,1.337686715,01/04/2023,01/03/2023,14.0,C
775,conical,red,broad,tapering,leaves,poisonous,6,yellow,scattered,musty,No,pendant,silky,fibrous,pink,pink,universal,brown,1.148113146,04/08/2023,04/01/2023,11.0,C
776,sunken,brown,broad,enlarging,leaves,edible,3,brown,abundant,creosote,Yes,flaring,fibrous,fibrous,white,gray,universal,white,2.582457917,05/11/2023,05/02/2023,13.0,C
777,convex,gray,narrow,tapering,urban,edible,1,white,abundant,foul,No,none,silky,smooth,white,white,universal,white,2.20423571,03/04/2023,03/02/2023,4.0,C
778,flat,brown,narrow,tapering,leaves,poisonous,8,orange,numerous,foul,Yes,pendant,scaly,silky,pink,orange,partial,brown,0.502267005,1/13/2023,01/05/2023,5.0,C
779,sunken,red,broad,enlarging,urban,poisonous,1,white,abundant,anise,Yes,pendant,silky,smooth,brown,orange,partial,yellow,1.594404181,01/06/2023,01/02/2023,25.0,C
780,flat,brown,narrow,tapering,leaves,edible,3,yellow,solitary,musty,Yes,none,smooth,smooth,orange,white,universal,orange,0.502267005,05/11/2022,05/02/2022,16.0,C
781,flat,brown,narrow,tapering,paths,poisonous,1,white,numerous,almond,No,none,fibrous,scaly,gray,orange,universal,white,4.972736147,04/05/2023,04/02/2023,12.0,C
782,bell,white,broad,tapering,urban,poisonous,3,yellow,numerous,musty,No,none,smooth,silky,pink,orange,universal,brown,2.674027048,04/12/2023,04/03/2023,19.0,C
783,sunken,brown,broad,enlarging,woods,edible,3,yellow,abundant,anise,Yes,pendant,silky,fibrous,white,white,universal,orange,3.024671588,04/03/2023,04/03/2023,10.0,C
784,bell,white,broad,enlarging,paths,poisonous,7,white,scattered,musty,Yes,none,scaly,fibrous,gray,pink,universal,orange,4.240228263,04/09/2023,04/02/2023,2.0,C
785,conical,gray,narrow,enlarging,leaves,poisonous,3,orange,several,almond,No,evanescent,scaly,smooth,pink,pink,universal,orange,0.502267005,05/09/2023,05/04/2023,27.0,C
786,conical,gray,narrow,enlarging,urban,poisonous,1,white,numerous,foul,Yes,flaring,silky,fibrous,pink,gray,universal,white,0.859971023,03/05/2023,03/04/2023,7.0,C
787,convex,red,narrow,tapering,paths,edible,2,black,several,creosote,Yes,flaring,smooth,smooth,gray,gray,universal,white,3.845208369,01/03/2023,01/02/2023,28.0,C
788,conical,yellow,narrow,tapering,paths,poisonous,3,yellow,solitary,creosote,Yes,flaring,scaly,silky,pink,white,partial,white,2.330149537,04/11/2023,04/04/2023,11.0,C
789,conical,brown,broad,enlarging,paths,edible,8,brown,numerous,almond,Yes,none,silky,smooth,pink,brown,partial,orange,3.496271367,05/09/2023,05/05/2023,27.0,C
