Customer_Age,Transaction_Count,Product_Category,Region,Repeat_Customer,Income_Level,Annual_Spend,Average_Discount_Utilized,Session_Duration_Minutes,Page_Views_per_Session,Ad_Clicks_per_Session,Products_Viewed_per_Session,Subscription_Status,Sales_Amount_ImputeMean,Customer_LT_ImputeMean
56,4,C,South,No,Low,1588.897086,14.42167201,38.03154743,3,2,10,Not_Subscribed,103.7290863,10932.27157
42,4,C,North,No,High,4822.82139,26.89762312,32.39627518,3,2,3,Subscribed,86.7642707,6691.067676
22,5,D,South,Yes,Medium,1386.16567,27.63247498,37.33054281,1,2,3,Not_Subscribed,117.0486667,14262.16667
22,4,D,North,Yes,Low,4781.434147,17.32392429,11.07237822,7,2,4,Not_Subscribed,84.14958523,6037.396308
37,4,A,East,No,Medium,4976.686823,13.25389876,33.11490859,4,1,0,Subscribed,97.70527117,9426.317793
33,5,A,South,No,Medium,3702.752626,7.6700176,18.1223476,9,2,5,Subscribed,110.0997456,12524.93639
58,7,D,West,No,Low,4915.146793,28.83507198,26.02676747,4,4,5,Subscribed,117.3151039,14328.77597
54,6,D,West,Yes,Medium,3062.929008,6.505673623,35.34364899,6,4,3,Not_Subscribed,75.99407186,3998.517965
57,6,D,North,No,High,1667.938024,12.44125694,30.91093606,3,4,2,Subscribed,93.30997528,8327.493821
26,8,B,North,Yes,Low,2466.481485,12.45165503,21.4846002,8,4,3,Subscribed,90.50109378,7625.273444
22,5,C,East,Yes,Low,3171.024209,13.01003215,30.06273156,6,1,6,Subscribed,86.93341535,6733.353837
59,2,A,East,No,Medium,828.8670291,9.107171082,14.68464685,5,6,4,Not_Subscribed,135.3090848,18827.2712
19,4,A,West,Yes,Low,3300.544691,24.57903577,41.50267396,3,4,3,Not_Subscribed,108.0996342,12024.90855
26,6,B,North,Yes,Low,4915.300265,8.062446549,27.94715981,11,2,3,Not_Subscribed,74.78232091,3695.580228
60,3,D,South,No,Medium,1355.484424,20.87266648,41.18549944,7,1,1,Subscribed,118.3572389,14589.30974
53,3,C,East,Yes,Medium,4066.678023,8.096150668,24.73468313,6,1,5,Not_Subscribed,142.4431239,20610.78099
39,5,D,South,No,Low,4585.544572,6.76339094,24.76424012,6,2,3,Subscribed,120.6493052,15162.3263
39,5,A,South,No,Low,4746.657168,27.73573759,22.35813213,6,4,5,Subscribed,69.61260068,2403.15017
39,6,B,East,No,High,4820.61022,9.753219158,38.76173932,6,2,2,Not_Subscribed,90.31531854,7578.829636
51,2,C,North,Yes,High,2846.568374,25.53125386,22.90568843,5,1,6,Subscribed,125.338223,16334.55575
46,6,C,South,No,Low,4897.885586,18.61577178,36.44595432,8,4,5,Not_Subscribed,85.84661069,6461.652672
55,4,C,North,No,Low,3907.895932,6.94641299,26.17547602,6,1,3,Subscribed,108.8763886,12219.09714
63,3,C,South,Yes,High,1227.521463,28.88620479,10.240367,8,3,7,Subscribed,115.4926811,13873.17027
50,4,B,North,Yes,Medium,2646.050479,11.17402917,24.29685932,13,6,3,Not_Subscribed,81.46139057,5365.347642
35,2,A,North,No,Low,3732.490289,26.49113363,18.20891786,4,0,2,Subscribed,98.80949288,9702.37322
24,6,C,North,Yes,High,1613.031421,9.220250145,30.33902724,1,3,2,Not_Subscribed,35.1746532,-6206.3367
18,8,C,North,Yes,High,3382.768326,26.34857205,18.09592264,4,3,6,Not_Subscribed,79.51224717,4878.061793
50,5,A,East,Yes,Low,3499.702156,5.330720323,39.25975101,2,2,4,Subscribed,94.94863697,8737.159243
18,6,D,South,Yes,Low,1232.148847,17.79451141,29.0892414,7,0,5,Subscribed,75.04433636,3761.08409
41,5,C,North,Yes,High,3042.883906,24.23606449,28.22404005,4,4,6,Subscribed,132.6482261,18162.05652
21,5,C,West,No,Low,3972.321099,28.36988794,36.55892138,5,6,6,Subscribed,71.39717244,2849.29311
21,6,D,South,No,Medium,2745.03049,27.73005341,39.63906934,8,3,1,Subscribed,91.19911027,7799.777567
35,4,A,South,No,Low,554.4640255,25.49062174,29.79901248,6,3,5,Subscribed,100.91255216895318,10653.70289
44,4,A,North,Yes,High,540.6731109,27.20478374,22.287997,5,1,6,Subscribed,100.91255216895318,17206.36645
60,5,C,South,Yes,High,2106.632048,9.980492146,12.26030384,2,1,5,Subscribed,71.28275698,2820.689244
49,5,A,West,No,Low,4667.873308,12.10460739,23.13950243,6,2,5,Subscribed,123.263275,15815.81876
50,4,D,West,No,High,1529.045508,12.22421312,23.82787753,5,2,4,Subscribed,100.2046612,10051.16531
45,4,B,West,No,Medium,3354.6366,14.42634828,31.07057453,6,2,5,Subscribed,80.36982698,5092.456745
59,7,D,South,Yes,Low,1499.341418,14.83301676,26.54853119,3,2,1,Not_Subscribed,109.2420695,12310.51737
58,5,D,South,No,Low,1947.514953,18.61388312,36.87932972,6,2,4,Subscribed,103.9811939,10995.29848
53,4,B,North,Yes,High,4316.189403,8.996994084,23.87016729,6,4,9,Subscribed,87.99566246,6998.915614
23,3,D,South,No,Medium,3779.87649,22.28116659,29.42958833,4,2,7,Subscribed,101.3960417,10349.01042
33,9,C,South,No,Low,929.2967479,9.189163483,41.83987443,7,0,3,Not_Subscribed,92.29372806,8073.432016
51,6,C,North,Yes,High,2429.159094,12.75771205,33.41825214,4,2,6,Subscribed,102.2703469,10567.58673
40,6,A,West,Yes,Low,631.2639364,17.58362827,29.39962458,0,2,2,Not_Subscribed,100.91255216895318,13310.65337
59,4,A,North,No,Medium,2664.00566,24.91101404,23.98055558,9,3,5,Not_Subscribed,131.7203363,17930.08408
41,7,D,East,No,High,3480.953053,23.48673083,23.66768603,1,2,4,Subscribed,75.24369002,3810.922506
30,6,C,South,No,Low,1033.261806,21.13835891,21.49386747,6,3,5,Subscribed,142.6606675,20665.16687
35,6,C,South,Yes,High,1799.982225,8.894331515,24.58993134,4,2,2,Subscribed,60.95824401,239.5610024
30,2,B,East,Yes,High,2290.264815,18.67613364,37.55665839,5,4,3,Not_Subscribed,96.9642981,9241.074525
54,6,A,East,No,Medium,4637.889611,7.186162545,27.78111729,6,1,5,Not_Subscribed,111.7663441,12941.58603
60,4,C,East,No,Medium,4969.647569,14.43407942,16.50226931,8,1,2,Not_Subscribed,105.6198374,11404.95934
56,7,D,North,No,Low,702.1008455,15.33791326,47.68169293,4,1,6,Subscribed,100.91255216895318,6886.502401
59,8,C,West,Yes,High,3924.535656,5.995285986,33.19965191,5,1,4,Subscribed,95.83755499,8959.388748
34,6,A,North,No,High,2172.758299,11.84970249,15.93056599,10,2,2,Not_Subscribed,90.13998131,7534.995327
32,3,D,East,No,High,2266.061838,28.89123668,25.58151073,5,3,2,Not_Subscribed,88.21270486,7053.176215
35,4,A,North,Yes,Low,3894.19238,28.8408152,31.10886383,7,7,5,Not_Subscribed,116.9920419,14248.01049
40,5,C,South,No,Medium,4632.918945,13.80817636,47.04592093,6,3,2,Not_Subscribed,107.1403097,11785.07743
47,3,C,North,No,Medium,4779.178675,6.077502724,18.91887542,4,2,2,Subscribed,86.14180809,6535.452024
51,5,C,East,Yes,High,3097.051637,9.477373483,39.76040719,3,2,4,Subscribed,117.9919975,10193.947060490147
21,8,A,South,Yes,Low,2107.045217,14.80544484,43.99486427,5,2,5,Not_Subscribed,106.1459904,11536.4976
20,8,D,West,No,High,4043.970886,28.69449245,23.71345695,4,1,3,Subscribed,116.2572424,14064.31059
24,5,C,North,Yes,Medium,1629.506225,8.529976588,27.22486381,4,1,4,Not_Subscribed,112.5925768,13148.14421
35,5,C,North,Yes,High,3038.33313,24.08789609,19.63690753,5,3,4,Not_Subscribed,83.42009978,5855.024945
59,8,C,East,Yes,High,2113.603077,7.717063484,27.96538859,2,3,5,Subscribed,88.7963792,7199.094799
24,5,B,West,Yes,High,3454.839832,29.53143943,29.63410026,7,3,3,Subscribed,114.9458721,13736.46803
57,4,B,South,Yes,Medium,1581.795108,14.54041248,36.59649998,3,2,3,Subscribed,112.2074053,13051.85133
23,3,D,East,Yes,Low,1362.168256,24.38086347,40.90183471,5,4,6,Not_Subscribed,99.58196812,9895.49203
39,7,A,East,Yes,High,4632.07589,13.56477707,22.51903935,6,2,5,Not_Subscribed,102.3465477,10586.63692
18,4,C,North,No,Medium,958.1165733,20.69172193,10.32674936,8,2,8,Subscribed,125.5532979,16388.32448
21,4,C,West,Yes,High,2776.810585,9.800402119,29.78755221,5,2,2,Subscribed,88.16857222,7042.143056
63,5,A,East,Yes,Low,1493.837523,8.650525482,32.9353753,3,1,6,Subscribed,110.9419476,12735.48691
60,3,A,North,Yes,High,675.184835,28.45160349,32.49417688,3,2,6,Not_Subscribed,100.91255216895318,8989.036738
46,5,D,South,Yes,Low,662.0846823,27.94118195,26.73326752,5,0,6,Not_Subscribed,100.91255216895318,8911.593984
38,4,A,East,No,Medium,1288.497974,27.18672351,31.247521,7,3,4,Subscribed,121.975537,15493.88426
43,6,C,South,No,Low,4400.466595,20.63583625,45.15444808,5,3,4,Subscribed,116.508327,14127.08174
31,5,D,South,Yes,Low,1771.154348,25.20670528,33.81734169,5,3,4,Not_Subscribed,116.2701927,14067.54818
26,5,B,North,No,Medium,4777.066268,6.725923423,26.26631575,10,3,1,Subscribed,126.1095761,16527.39404
64,2,D,West,No,Low,3117.300318,13.36972605,24.99802183,2,1,2,Not_Subscribed,100.4200768,10193.947060490147
29,5,D,South,No,Low,2464.763854,12.84257812,28.30147642,6,1,5,Subscribed,113.6390594,13409.76486
59,3,D,East,No,Medium,3110.399756,20.89113305,46.36739962,7,2,5,Not_Subscribed,93.79466487,8448.666217
23,3,A,West,No,Low,2825.142734,13.89894434,28.1669929,4,2,5,Not_Subscribed,106.483327,11620.83176
37,5,C,West,Yes,Low,3914.493142,8.712669541,29.80205655,11,0,3,Subscribed,97.39713891,9349.284728
41,4,A,North,Yes,High,1771.232297,19.91167689,25.17686429,5,0,4,Subscribed,101.9399193,10484.97982
44,3,C,East,Yes,Low,2088.726762,25.35959802,40.98983357,4,0,8,Not_Subscribed,111.9031405,12975.78513
55,4,A,East,No,Low,4523.424361,14.55308736,49.59837255,1,2,7,Subscribed,83.63558634,5908.896584
25,2,D,North,Yes,Low,4759.054309,8.306717877,34.50613049,11,1,1,Subscribed,141.8477455,20461.93638
18,6,C,North,No,Medium,4516.512024,9.917204933,30.82772904,3,3,5,Subscribed,79.87965237,4969.913093
41,7,A,West,Yes,Low,2387.515973,10.93708263,30.36782833,2,1,5,Not_Subscribed,75.71622774,3929.056936
64,3,D,South,Yes,Medium,4011.644764,12.49743982,6.156932112,7,2,2,Not_Subscribed,123.1622175,15790.55437
24,5,B,South,Yes,Medium,2643.5108,21.06987676,37.45150864,5,3,6,Not_Subscribed,115.8332539,13958.31347
36,4,A,South,Yes,Low,2738.929335,20.02363711,31.34166416,1,1,3,Subscribed,112.4823963,13120.59909
39,6,A,South,No,Low,1421.060491,22.40199654,34.28342051,6,4,4,Not_Subscribed,112.5669102,13141.72755
52,6,B,East,Yes,Low,3160.086365,14.06254961,22.88537806,4,1,1,Subscribed,99.75506454,9938.766136
47,2,A,East,Yes,Low,1337.61154,25.5999413,26.15543121,9,2,8,Subscribed,82.05491257,5513.728143
46,2,B,North,No,Low,1992.041146,10.10219153,25.88975063,4,1,2,Not_Subscribed,101.5160912,10379.02279
39,5,C,North,No,Low,4347.635907,16.72601869,40.21622984,9,4,2,Not_Subscribed,86.45676577,6614.191442
28,2,B,South,Yes,Low,1431.841141,25.02346804,26.21240163,5,4,5,Not_Subscribed,119.5023947,14875.59867
37,7,D,North,Yes,Medium,820.2122833,9.503966193,50.82660322,2,0,3,Subscribed,97.05885237,9264.713092
46,4,B,East,No,High,810.5341668,7.746577844,34.30862419,8,3,4,Subscribed,83.49005606,5872.514016
58,5,C,South,No,Medium,4733.530342,27.09209919,17.2431734,2,1,6,Not_Subscribed,93.57228317,10193.947060490147
59,7,B,South,Yes,Low,2781.141971,13.57324157,28.71453707,7,2,3,Subscribed,108.2586291,12064.65727
51,5,B,East,No,High,2342.354323,22.09675312,23.48324878,9,0,8,Not_Subscribed,88.72550894,7181.377236
18,7,C,West,No,High,4148.953615,5.633715107,8.056175302,3,2,5,Not_Subscribed,83.55559209,5888.898022
48,1,A,South,Yes,Low,4261.216676,22.25117221,45.9947094,3,3,1,Not_Subscribed,104.8737442,11218.43606
47,3,A,North,Yes,Low,1994.859649,12.90253279,37.03142542,6,0,4,Subscribed,104.8993314,11224.83286
35,4,D,West,Yes,Medium,3621.281259,6.39352134,35.33207318,7,4,1,Not_Subscribed,89.86113649,7465.284123
34,9,D,East,No,High,3970.052671,20.24531904,31.6540366,2,0,4,Not_Subscribed,90.57923389,7644.808472
55,4,B,West,Yes,High,3445.928091,11.0200954,16.17982431,9,6,3,Not_Subscribed,104.6409987,11160.24969
31,5,A,West,Yes,Low,1182.177837,14.67018105,25.1638286,5,4,3,Not_Subscribed,71.03831317,2759.578293
40,6,A,South,Yes,Low,4441.473876,7.014520307,38.41780775,5,7,4,Subscribed,71.85072451,2962.681128
42,6,B,West,No,High,2925.925487,8.679081277,19.4877997,3,0,4,Subscribed,85.63111557,6407.778894
32,3,C,North,Yes,High,1771.125919,12.44943089,4.682306837,6,2,2,Subscribed,95.73105697,8932.764241
63,3,A,South,Yes,Low,2413.526834,7.243987514,27.72893992,6,0,4,Subscribed,106.2181513,11554.53783
39,5,D,East,No,Low,669.0699068,27.77065662,28.58242446,4,1,3,Subscribed,100.91255216895318,17376.78108
20,7,B,North,No,Low,1075.400606,5.15117608,31.35563416,6,2,3,Subscribed,117.1531925,14288.29812
36,6,C,South,Yes,Medium,3944.960377,17.09650547,37.28518644,8,2,6,Subscribed,96.8012294,9200.30735
61,6,D,West,Yes,Medium,500.0523564,8.081186453,36.37605812,4,2,5,Not_Subscribed,100.91255216895318,9904.91896
51,4,A,North,Yes,Low,2374.546228,12.69197724,32.58769805,6,1,5,Not_Subscribed,79.94941271,4987.353177
52,7,C,South,No,Medium,2851.295815,28.151489,41.95531388,4,4,3,Subscribed,99.62973728,9907.43432
18,4,D,South,Yes,High,745.85489,9.042363832,14.81030219,9,2,3,Not_Subscribed,94.22682722,8556.706805
38,8,B,East,Yes,High,4878.851733,29.14580799,35.04581814,5,3,5,Subscribed,106.4543712,11613.5928
46,5,C,South,No,Low,1517.563991,10.14485942,36.26538363,7,2,1,Subscribed,83.45538113,5863.845282
23,5,C,East,No,High,1868.894238,23.53915271,17.60437714,2,3,3,Not_Subscribed,110.3869303,12596.73257
54,4,B,West,Yes,High,1867.741305,18.66693162,14.97129391,4,1,3,Not_Subscribed,130.6547783,17663.69457
18,5,A,South,No,High,1536.87498,27.11196819,22.54057874,4,2,7,Not_Subscribed,97.82479703,9456.199258
18,2,A,South,Yes,High,506.6321994,18.84983139,23.38458557,7,5,3,Not_Subscribed,100.91255216895318,12008.55861
44,3,C,West,Yes,High,3782.051573,18.36398048,37.53419464,3,3,6,Subscribed,113.8028798,13450.71996
38,7,C,South,No,Medium,4850.804749,9.886450009,23.85461216,4,2,3,Not_Subscribed,91.97559056,7993.897641
33,5,C,South,No,Medium,1509.320675,9.155734051,21.43651482,3,0,6,Subscribed,104.4818496,11120.46241
61,6,D,North,No,Low,3483.712363,27.91222878,23.88366263,3,1,7,Subscribed,100.251848,10062.962
57,7,C,East,No,High,3838.533471,13.19595497,41.18632334,2,2,5,Not_Subscribed,101.953522,10488.38049
43,2,A,South,Yes,Medium,4317.914206,14.30205637,30.13043374,10,4,3,Not_Subscribed,84.53980432,6134.951081
33,7,B,South,No,Medium,2401.831387,23.99559146,28.20748975,3,1,1,Not_Subscribed,100.4902035,10122.55087
45,5,B,East,No,Medium,1863.189075,13.47058706,28.89994501,2,5,3,Subscribed,109.9599658,12489.99146
18,5,B,North,Yes,High,1963.828103,28.80156117,42.92060334,6,3,1,Subscribed,129.0228722,17255.71804
53,7,C,East,Yes,Medium,3706.795999,23.44819422,22.50828273,4,2,5,Not_Subscribed,119.1854165,14796.35413
27,6,C,South,Yes,Low,4175.507599,19.93573106,43.15508291,6,5,1,Not_Subscribed,143.0636492,20765.91229
60,5,B,West,No,Low,1317.262855,27.02237901,32.10496299,2,3,9,Subscribed,84.65304874,10193.947060490147
34,0,D,West,Yes,High,2169.234537,6.240147709,28.39580618,4,1,8,Not_Subscribed,117.4464127,14361.60318
40,7,D,North,No,Low,4558.730885,11.4265673,55.00900498,9,2,5,Not_Subscribed,103.6668401,10916.71003
24,5,D,North,No,Medium,4130.120839,16.62590836,19.4436051,10,3,3,Not_Subscribed,143.7960587,20949.01467
61,5,D,South,No,High,4931.862812,10.67446349,26.4631424,5,0,6,Not_Subscribed,83.83403429,5958.508573
24,6,A,North,No,Low,3894.117169,23.59762968,17.67568761,2,2,3,Not_Subscribed,83.20556316,5801.390789
61,8,B,South,Yes,High,2269.378405,27.98020078,39.52461971,3,3,4,Not_Subscribed,88.01214709,7003.036773
32,4,A,West,Yes,Medium,3157.870253,15.594253,46.89188934,7,2,2,Not_Subscribed,57.52208551,10193.947060490147
51,6,C,North,Yes,Low,3474.564144,13.553315,46.69922781,6,0,2,Subscribed,89.48489957,7371.224892
63,4,D,South,Yes,Medium,853.0511734,29.0387683,42.23948753,4,1,3,Not_Subscribed,84.81734677,6204.336692
62,1,D,East,Yes,Low,2950.236316,16.12131082,28.02379532,2,1,4,Not_Subscribed,103.0078757,10751.96893
21,3,B,North,No,High,3691.943728,17.22621001,26.34759023,7,2,5,Subscribed,106.8351195,11708.77988
31,4,D,South,No,Low,1252.945868,13.79124681,13.28830228,6,2,6,Subscribed,137.5234168,19380.8542
31,5,B,South,No,Low,4012.842728,27.73871183,50.35873535,7,3,3,Not_Subscribed,119.0084768,10193.947060490147
33,4,C,East,No,Low,3126.977512,19.22388708,34.68978078,7,4,1,Subscribed,88.46192689,7115.481722
24,5,D,West,Yes,High,4784.998036,24.05436468,25.08043095,3,2,5,Not_Subscribed,82.03170657,5507.926643
49,2,D,East,No,Low,690.9003419,25.29516796,43.28056889,3,0,1,Subscribed,100.91255216895318,12459.59586
36,2,A,South,No,Medium,1693.967619,13.54622605,20.27235483,4,0,3,Subscribed,73.59533586,3398.833965
19,5,B,East,No,High,3206.992457,15.84235828,34.06622034,5,3,2,Subscribed,136.6291753,19157.29383
27,5,B,East,No,High,1834.519605,26.21179436,28.27370866,2,2,4,Not_Subscribed,123.5888024,10193.947060490147
34,5,D,South,No,Medium,3714.908738,14.08138379,36.3867714,4,1,2,Subscribed,90.61648696,7654.121739
54,6,A,West,No,High,3915.523771,24.84837834,29.36426461,7,5,5,Not_Subscribed,65.73730942,1434.327355
29,4,D,East,Yes,Low,961.3218383,28.52480806,15.49072109,5,1,3,Not_Subscribed,127.0774475,16769.36187
23,9,B,East,Yes,High,2812.345089,20.58025933,30.75576373,6,3,5,Subscribed,97.70920309,9427.300774
39,7,B,North,No,Medium,2790.0075,23.54068219,40.48864142,4,4,2,Subscribed,124.7563262,16189.08156
49,2,D,North,No,High,2161.763466,25.1274328,29.70783594,9,4,2,Not_Subscribed,68.11144682,2027.861706
58,3,C,South,No,Medium,4698.161882,26.12599122,37.75115122,2,6,3,Not_Subscribed,88.01249954,7003.124885
37,4,D,South,No,High,4223.778439,14.87633345,19.54470514,6,1,3,Not_Subscribed,100.104874,10026.2185
18,6,A,South,No,Medium,3637.442219,6.281586479,29.73739207,4,4,1,Subscribed,100.9396119,10234.90297
64,7,B,North,Yes,High,3714.469861,15.04690678,23.75489545,3,4,1,Not_Subscribed,90.99869057,7749.672643
23,4,B,South,Yes,Low,2577.722647,21.84390574,37.4698084,6,1,6,Subscribed,112.4569986,13114.24966
36,5,D,East,No,Medium,4644.475345,16.25875964,30.31491562,7,1,3,Not_Subscribed,78.64759141,4661.897853
35,5,C,East,Yes,Medium,3625.679423,23.72407877,36.90073676,8,3,5,Subscribed,97.1524103,9288.102575
23,3,B,West,No,High,3780.414777,13.92456074,40.87710426,9,7,0,Not_Subscribed,102.4059126,10601.47816
62,3,D,South,No,High,4377.609067,20.86860353,36.91618575,5,7,5,Not_Subscribed,110.2887767,12572.19417
50,7,C,East,Yes,High,1733.322152,9.660495121,32.73118434,4,1,4,Subscribed,114.2322976,13558.07439
40,3,D,East,Yes,Low,4131.819067,23.73423592,20.01787741,3,2,2,Subscribed,77.50715816,4376.789541
40,8,D,West,Yes,High,1378.582713,18.64239922,29.97213889,7,3,3,Subscribed,69.31771659,10193.947060490147
43,8,D,East,Yes,Medium,2054.038785,10.10160971,24.66909598,4,2,4,Subscribed,125.5535364,16388.38411
30,5,B,West,No,High,2010.247044,12.29777934,26.55936043,8,4,6,Subscribed,106.6462802,11661.57006
24,5,C,West,Yes,Low,4903.364608,23.71521771,26.25465849,8,3,1,Not_Subscribed,85.03026927,6257.567317
32,3,A,North,Yes,High,4354.417507,17.06503089,20.20074425,1,0,2,Subscribed,131.0230395,17755.75988
61,3,A,East,Yes,High,3655.264377,10.40078601,10.42661411,5,1,5,Subscribed,102.3134927,10578.37317
44,6,B,North,No,Medium,3771.755427,29.18177976,23.31856952,4,1,5,Subscribed,123.5859437,15896.48592
43,5,B,East,No,High,3029.327575,22.8781255,31.93379452,3,4,4,Subscribed,101.3503696,10337.59241
50,4,D,North,No,Low,4761.908002,28.92837081,16.51822955,2,5,4,Subscribed,141.2149585,20303.73962
32,6,D,West,Yes,High,2733.164388,15.67762613,30.15682236,8,2,2,Not_Subscribed,135.1068168,18776.70421
53,3,C,West,Yes,High,2212.329694,16.87750852,49.00268424,8,2,1,Subscribed,95.02071703,8755.179258
62,12,D,West,Yes,Medium,1233.659016,27.4488804,40.23056555,3,6,4,Not_Subscribed,119.431419,14857.85475
44,1,C,West,No,High,4037.925435,18.12623351,46.43541509,4,2,5,Subscribed,112.907519,13226.87975
22,6,D,East,Yes,Medium,3804.997694,22.6819728,33.91127877,12,3,3,Subscribed,127.3726312,16843.15779
19,1,D,South,Yes,Medium,2229.597673,11.30432194,41.67509823,3,2,3,Not_Subscribed,80.70153079,5175.382697
50,6,A,East,No,High,613.3703628,16.16816172,22.7603527,3,5,1,Subscribed,100.91255216895318,13430.2573
33,1,B,North,Yes,Medium,4275.487975,8.086246645,23.55659733,4,0,4,Subscribed,121.1684897,15292.12243
40,4,C,East,Yes,Medium,551.3809255,10.1495009,2.608597939,3,0,2,Not_Subscribed,100.91255216895318,1206.302568
55,3,A,East,Yes,High,3666.649008,5.023585382,41.86145474,4,0,3,Not_Subscribed,76.33482975,4083.707437
33,3,D,North,Yes,High,4866.156994,5.981626291,45.4032398,6,1,9,Subscribed,59.21535644,10193.947060490147
31,5,A,West,No,Low,2469.475977,29.43209558,24.46822755,4,3,4,Not_Subscribed,94.61186331,8652.965828
46,5,C,North,No,Low,1557.380322,11.05884238,27.46048294,3,1,3,Subscribed,114.3508451,13587.71128
43,5,B,North,No,Medium,3671.919545,21.58276774,22.46137886,8,3,2,Subscribed,130.047141,17511.78526
52,9,A,South,Yes,Medium,4177.076639,25.97749247,33.82653551,2,1,7,Subscribed,101.4818956,10370.4739
32,3,C,South,Yes,High,2958.936422,18.76651148,41.24932545,3,3,1,Not_Subscribed,132.5723109,18143.07773
20,3,D,West,No,Low,4851.658739,8.828612502,12.57228026,7,1,3,Not_Subscribed,72.39797084,3099.492709
40,6,A,North,Yes,Low,732.5092475,23.20291093,34.09438531,3,4,3,Subscribed,65.93235121,1483.087803
46,6,B,North,No,High,2771.580192,20.00628525,27.23328228,7,1,5,Subscribed,98.88904602,9722.261506
51,3,C,North,No,High,3733.042763,23.28126473,31.13394392,5,6,3,Not_Subscribed,107.681309,11920.32724
50,7,B,East,Yes,High,4381.88212,24.24366557,34.58994002,2,6,1,Subscribed,99.34610504,9836.52626
58,4,D,South,No,High,1306.650254,29.38525919,28.11797561,9,3,6,Not_Subscribed,58.651158,-337.2105002
58,1,B,South,No,Low,4100.015668,19.339082,28.96413147,4,1,4,Not_Subscribed,98.21759921,9554.399802
40,7,D,West,No,High,2987.181841,13.54102782,27.86124832,3,1,5,Not_Subscribed,73.91060999,3477.652497
